EBAY,auth,https://auth.ebay.com,https://auth.sandbox.ebay.com
EBAY,buy_browse,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,buy_deal,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,buy_feed,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,buy_marketing,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,buy_offer,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,buy_order,https://apix.ebay.com,https://apix.sandbox.ebay.com
EBAY,buy_marketplace_insights,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_account,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_inventory,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_fullfillment,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_marketing,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_compliance,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_metadata,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_analytics,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_finances,https://apiz.ebay.com,https://apiz.sandbox.ebay.com
EBAY,sell_logistics,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_negotiation,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell_feed,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,commerce_taxonomy,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,commerce_catalog,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,commerce_charity,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,commerce_identity,https://apiz.ebay.com,https://apiz.sandbox.ebay.com
EBAY,commerce_media,https://apim.ebay.com,https://apim.sandbox.ebay.com
EBAY,commerce_notification,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,commerce_translation,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,developer_analytics,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,finding,https://svcs.ebay.com/services/search/FindingService/v1,https://svcs.sandbox.ebay.com/services/search/FindingService/v1
EBAY,shopping,https://open.api.ebay.com/shopping,https://open.api.sandbox.ebay.com/shopping
EBAY,trading,https://api.ebay.com/ws/api.dll,https://api.sandbox.ebay.com/ws/api.dll
EBAY,inventory,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,inventory_item,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,offer,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,sell,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,order,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,bulk_create_inventory,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,inventory_item_group,https://api.ebay.com,https://api.sandbox.ebay.com
EBAY,get_listing_fee,https://api.ebay.com,https://api.sandbox.ebay.com
